Parameter,Reference,Iteration,Value,Attribute,smirks,SMIRKS
n7,0.01561134320353,5,0.01677740108732,epsilon,[#1:1]-[#6X3],[#1:1]-[#6X3]
n8,0.01310699839698,5,0.0128457124356,epsilon,"[#1:1]-[#6X3]~[#7,#8,#9,#16,#17,#35]",[#1:1]-[#6X3]~[ENA]
n9,0.01479744504464,5,0.01476782129988,epsilon,"[#1:1]-[#6X3](~[#7,#8,#9,#16,#17,#35])~[#7,#8,#9,#16,#17,#35]",[#1:1]-[#6X3](~[ENA])~[ENA]
n11,0.01409081474669,5,0.01334874645169,epsilon,[#1:1]-[#7],[#1:1]-[#7]
n12,1.232599966667e-05,5,0.0,epsilon,[#1:1]-[#8],[#1:1]-[#8]
n14,0.0868793154488,5,0.08904629746302,epsilon,[#6:1],[#6:1]
n15,0.21,5,0.2099913165415,epsilon,[#6X2:1],[#6X2:1]
n16,0.1088406109251,5,0.1094163774455,epsilon,[#6X4:1],[#6X4:1]
n17,0.2102061007896,5,0.2102774770932,epsilon,[#8:1],[#8:1]
n18,0.1684651402602,5,0.1669589256098,epsilon,[#8X2H0+0:1],[#8X2H0+0:1]
n19,0.2094735324129,5,0.2084421484764,epsilon,[#8X2H1+0:1],[#8X2H1+0:1]
n20,0.1676915150424,5,0.1676437320287,epsilon,[#7:1],[#7:1]
n24,0.2656001046527,5,0.2655124682639,epsilon,[#17:1],[#17:1]
n25,0.3218986365974,5,0.3223139028726,epsilon,[#35:1],[#35:1]
n2,0.01577948280971,6,0.01578595736958,epsilon,[#1:1]-[#6X4],[#1:1]-[#6X4]
n3,0.01640924602775,6,0.01745758012204,epsilon,"[#1:1]-[#6X4]-[#7,#8,#9,#16,#17,#35]",[#1:1]-[#6X4]-[ENA]
n4,0.0157,6,0.01561483167534,epsilon,"[#1:1]-[#6X4](-[#7,#8,#9,#16,#17,#35])-[#7,#8,#9,#16,#17,#35]",[#1:1]-[#6X4](-[ENA])-[ENA]
n5,0.0157,6,0.01515658251862,epsilon,"[#1:1]-[#6X4](-[#7,#8,#9,#16,#17,#35])(-[#7,#8,#9,#16,#17,#35])-[#7,#8,#9,#16,#17,#35]",[#1:1]-[#6X4](-[ENA])(-[ENA])-[ENA]
n7,0.01561134320353,6,0.0163668311623,epsilon,[#1:1]-[#6X3],[#1:1]-[#6X3]
n8,0.01310699839698,6,0.0129324767862,epsilon,"[#1:1]-[#6X3]~[#7,#8,#9,#16,#17,#35]",[#1:1]-[#6X3]~[ENA]
n9,0.01479744504464,6,0.01509003527949,epsilon,"[#1:1]-[#6X3](~[#7,#8,#9,#16,#17,#35])~[#7,#8,#9,#16,#17,#35]",[#1:1]-[#6X3](~[ENA])~[ENA]
n11,0.01409081474669,6,0.01260625085905,epsilon,[#1:1]-[#7],[#1:1]-[#7]
n12,1.232599966667e-05,6,0.0,epsilon,[#1:1]-[#8],[#1:1]-[#8]
n14,0.0868793154488,6,0.0885434999173,epsilon,[#6:1],[#6:1]
n15,0.21,6,0.2099548270796,epsilon,[#6X2:1],[#6X2:1]
n16,0.1088406109251,6,0.1094849893256,epsilon,[#6X4:1],[#6X4:1]
n17,0.2102061007896,6,0.2104065878058,epsilon,[#8:1],[#8:1]
n18,0.1684651402602,6,0.167105603698,epsilon,[#8X2H0+0:1],[#8X2H0+0:1]
n19,0.2094735324129,6,0.2081954126856,epsilon,[#8X2H1+0:1],[#8X2H1+0:1]
n20,0.1676915150424,6,0.1674694076682,epsilon,[#7:1],[#7:1]
n24,0.2656001046527,6,0.2658539562646,epsilon,[#17:1],[#17:1]
n25,0.3218986365974,6,0.3223161409221,epsilon,[#35:1],[#35:1]
n2,0.01577948280971,7,0.01569299039534,epsilon,[#1:1]-[#6X4],[#1:1]-[#6X4]
n3,0.01640924602775,7,0.01756497337677,epsilon,"[#1:1]-[#6X4]-[#7,#8,#9,#16,#17,#35]",[#1:1]-[#6X4]-[ENA]
n4,0.0157,7,0.01538168448696,epsilon,"[#1:1]-[#6X4](-[#7,#8,#9,#16,#17,#35])-[#7,#8,#9,#16,#17,#35]",[#1:1]-[#6X4](-[ENA])-[ENA]
n5,0.0157,7,0.01488509429154,epsilon,"[#1:1]-[#6X4](-[#7,#8,#9,#16,#17,#35])(-[#7,#8,#9,#16,#17,#35])-[#7,#8,#9,#16,#17,#35]",[#1:1]-[#6X4](-[ENA])(-[ENA])-[ENA]
n7,0.01561134320353,7,0.01631522241648,epsilon,[#1:1]-[#6X3],[#1:1]-[#6X3]
n8,0.01310699839698,7,0.01379442377688,epsilon,"[#1:1]-[#6X3]~[#7,#8,#9,#16,#17,#35]",[#1:1]-[#6X3]~[ENA]
n9,0.01479744504464,7,0.01521298894531,epsilon,"[#1:1]-[#6X3](~[#7,#8,#9,#16,#17,#35])~[#7,#8,#9,#16,#17,#35]",[#1:1]-[#6X3](~[ENA])~[ENA]
n11,0.01409081474669,7,0.01297073770429,epsilon,[#1:1]-[#7],[#1:1]-[#7]
n12,1.232599966667e-05,7,0.0,epsilon,[#1:1]-[#8],[#1:1]-[#8]
n14,0.0868793154488,7,0.08873216790989,epsilon,[#6:1],[#6:1]
n15,0.21,7,0.2099995590129,epsilon,[#6X2:1],[#6X2:1]
n16,0.1088406109251,7,0.109206109798,epsilon,[#6X4:1],[#6X4:1]
n17,0.2102061007896,7,0.2104172543511,epsilon,[#8:1],[#8:1]
n18,0.1684651402602,7,0.1669878861463,epsilon,[#8X2H0+0:1],[#8X2H0+0:1]
n19,0.2094735324129,7,0.2085200210022,epsilon,[#8X2H1+0:1],[#8X2H1+0:1]
n20,0.1676915150424,7,0.1674312012146,epsilon,[#7:1],[#7:1]
n24,0.2656001046527,7,0.2654311952054,epsilon,[#17:1],[#17:1]
n25,0.3218986365974,7,0.3223405729048,epsilon,[#35:1],[#35:1]
n2,0.01577948280971,8,0.015535904015,epsilon,[#1:1]-[#6X4],[#1:1]-[#6X4]
n3,0.01640924602775,8,0.01699657160253,epsilon,"[#1:1]-[#6X4]-[#7,#8,#9,#16,#17,#35]",[#1:1]-[#6X4]-[ENA]
n4,0.0157,8,0.01552520910475,epsilon,"[#1:1]-[#6X4](-[#7,#8,#9,#16,#17,#35])-[#7,#8,#9,#16,#17,#35]",[#1:1]-[#6X4](-[ENA])-[ENA]
n5,0.0157,8,0.01531804405504,epsilon,"[#1:1]-[#6X4](-[#7,#8,#9,#16,#17,#35])(-[#7,#8,#9,#16,#17,#35])-[#7,#8,#9,#16,#17,#35]",[#1:1]-[#6X4](-[ENA])(-[ENA])-[ENA]
n7,0.01561134320353,8,0.016048058208,epsilon,[#1:1]-[#6X3],[#1:1]-[#6X3]
n8,0.01310699839698,8,0.01228680242862,epsilon,"[#1:1]-[#6X3]~[#7,#8,#9,#16,#17,#35]",[#1:1]-[#6X3]~[ENA]
n9,0.01479744504464,8,0.01485073843753,epsilon,"[#1:1]-[#6X3](~[#7,#8,#9,#16,#17,#35])~[#7,#8,#9,#16,#17,#35]",[#1:1]-[#6X3](~[ENA])~[ENA]
n11,0.01409081474669,8,0.01334986468847,epsilon,[#1:1]-[#7],[#1:1]-[#7]
n12,1.232599966667e-05,8,0.0,epsilon,[#1:1]-[#8],[#1:1]-[#8]
n14,0.0868793154488,8,0.088201166786,epsilon,[#6:1],[#6:1]
n15,0.21,8,0.210033317147,epsilon,[#6X2:1],[#6X2:1]
n16,0.1088406109251,8,0.1088480237841,epsilon,[#6X4:1],[#6X4:1]
n17,0.2102061007896,8,0.2103184840826,epsilon,[#8:1],[#8:1]
n18,0.1684651402602,8,0.166978194473,epsilon,[#8X2H0+0:1],[#8X2H0+0:1]
n19,0.2094735324129,8,0.2084988280914,epsilon,[#8X2H1+0:1],[#8X2H1+0:1]
n20,0.1676915150424,8,0.1674473932252,epsilon,[#7:1],[#7:1]
n24,0.2656001046527,8,0.2650823068684,epsilon,[#17:1],[#17:1]
n25,0.3218986365974,8,0.3221415564095,epsilon,[#35:1],[#35:1]
n2,0.01577948280971,9,0.01525765689371,epsilon,[#1:1]-[#6X4],[#1:1]-[#6X4]
n3,0.01640924602775,9,0.01720385073575,epsilon,"[#1:1]-[#6X4]-[#7,#8,#9,#16,#17,#35]",[#1:1]-[#6X4]-[ENA]
n4,0.0157,9,0.015563853878,epsilon,"[#1:1]-[#6X4](-[#7,#8,#9,#16,#17,#35])-[#7,#8,#9,#16,#17,#35]",[#1:1]-[#6X4](-[ENA])-[ENA]
n5,0.0157,9,0.015515894564,epsilon,"[#1:1]-[#6X4](-[#7,#8,#9,#16,#17,#35])(-[#7,#8,#9,#16,#17,#35])-[#7,#8,#9,#16,#17,#35]",[#1:1]-[#6X4](-[ENA])(-[ENA])-[ENA]
n7,0.01561134320353,9,0.01627425458953,epsilon,[#1:1]-[#6X3],[#1:1]-[#6X3]
n8,0.01310699839698,9,0.01200972452698,epsilon,"[#1:1]-[#6X3]~[#7,#8,#9,#16,#17,#35]",[#1:1]-[#6X3]~[ENA]
n9,0.01479744504464,9,0.01464548602864,epsilon,"[#1:1]-[#6X3](~[#7,#8,#9,#16,#17,#35])~[#7,#8,#9,#16,#17,#35]",[#1:1]-[#6X3](~[ENA])~[ENA]
n11,0.01409081474669,9,0.01284797373669,epsilon,[#1:1]-[#7],[#1:1]-[#7]
n12,1.232599966667e-05,9,0.0,epsilon,[#1:1]-[#8],[#1:1]-[#8]
n14,0.0868793154488,9,0.0885536674888,epsilon,[#6:1],[#6:1]
n15,0.21,9,0.2100016631862,epsilon,[#6X2:1],[#6X2:1]
n16,0.1088406109251,9,0.1092089269931,epsilon,[#6X4:1],[#6X4:1]
n17,0.2102061007896,9,0.2104111589196,epsilon,[#8:1],[#8:1]
n18,0.1684651402602,9,0.1671846958802,epsilon,[#8X2H0+0:1],[#8X2H0+0:1]
n19,0.2094735324129,9,0.2081113867529,epsilon,[#8X2H1+0:1],[#8X2H1+0:1]
n20,0.1676915150424,9,0.1674266380404,epsilon,[#7:1],[#7:1]
n24,0.2656001046527,9,0.2657636552287,epsilon,[#17:1],[#17:1]
n25,0.3218986365974,9,0.3222097217024,epsilon,[#35:1],[#35:1]
n2,0.01577948280971,10,0.01484437012871,epsilon,[#1:1]-[#6X4],[#1:1]-[#6X4]
n3,0.01640924602775,10,0.01642831097865,epsilon,"[#1:1]-[#6X4]-[#7,#8,#9,#16,#17,#35]",[#1:1]-[#6X4]-[ENA]
n4,0.0157,10,0.015542363307,epsilon,"[#1:1]-[#6X4](-[#7,#8,#9,#16,#17,#35])-[#7,#8,#9,#16,#17,#35]",[#1:1]-[#6X4](-[ENA])-[ENA]
n5,0.0157,10,0.015177777429,epsilon,"[#1:1]-[#6X4](-[#7,#8,#9,#16,#17,#35])(-[#7,#8,#9,#16,#17,#35])-[#7,#8,#9,#16,#17,#35]",[#1:1]-[#6X4](-[ENA])(-[ENA])-[ENA]
n7,0.01561134320353,10,0.01593357682253,epsilon,[#1:1]-[#6X3],[#1:1]-[#6X3]
n8,0.01310699839698,10,0.01364865073498,epsilon,"[#1:1]-[#6X3]~[#7,#8,#9,#16,#17,#35]",[#1:1]-[#6X3]~[ENA]
n9,0.01479744504464,10,0.01454931791364,epsilon,"[#1:1]-[#6X3](~[#7,#8,#9,#16,#17,#35])~[#7,#8,#9,#16,#17,#35]",[#1:1]-[#6X3](~[ENA])~[ENA]
n11,0.01409081474669,10,0.01337658031569,epsilon,[#1:1]-[#7],[#1:1]-[#7]
n12,1.232599966667e-05,10,0.0,epsilon,[#1:1]-[#8],[#1:1]-[#8]
n14,0.0868793154488,10,0.0887062693188,epsilon,[#6:1],[#6:1]
n15,0.21,10,0.2100748920912,epsilon,[#6X2:1],[#6X2:1]
n16,0.1088406109251,10,0.1083839325671,epsilon,[#6X4:1],[#6X4:1]
n17,0.2102061007896,10,0.2103086104756,epsilon,[#8:1],[#8:1]
n18,0.1684651402602,10,0.1671510861502,epsilon,[#8X2H0+0:1],[#8X2H0+0:1]
n19,0.2094735324129,10,0.2081712127929,epsilon,[#8X2H1+0:1],[#8X2H1+0:1]
n20,0.1676915150424,10,0.1676249569816,epsilon,[#7:1],[#7:1]
n24,0.2656001046527,10,0.2650703156197,epsilon,[#17:1],[#17:1]
n25,0.3218986365974,10,0.3221125076704,epsilon,[#35:1],[#35:1]
n2,0.01577948280971,11,0.01472693300171,epsilon,[#1:1]-[#6X4],[#1:1]-[#6X4]
n3,0.01640924602775,11,0.01568210255068,epsilon,"[#1:1]-[#6X4]-[#7,#8,#9,#16,#17,#35]",[#1:1]-[#6X4]-[ENA]
n4,0.0157,11,0.0154500424616,epsilon,"[#1:1]-[#6X4](-[#7,#8,#9,#16,#17,#35])-[#7,#8,#9,#16,#17,#35]",[#1:1]-[#6X4](-[ENA])-[ENA]
n5,0.0157,11,0.01524431176804,epsilon,"[#1:1]-[#6X4](-[#7,#8,#9,#16,#17,#35])(-[#7,#8,#9,#16,#17,#35])-[#7,#8,#9,#16,#17,#35]",[#1:1]-[#6X4](-[ENA])(-[ENA])-[ENA]
n7,0.01561134320353,11,0.01627989215393,epsilon,[#1:1]-[#6X3],[#1:1]-[#6X3]
n8,0.01310699839698,11,0.0142151365054,epsilon,"[#1:1]-[#6X3]~[#7,#8,#9,#16,#17,#35]",[#1:1]-[#6X3]~[ENA]
n9,0.01479744504464,11,0.01451943435048,epsilon,"[#1:1]-[#6X3](~[#7,#8,#9,#16,#17,#35])~[#7,#8,#9,#16,#17,#35]",[#1:1]-[#6X3](~[ENA])~[ENA]
n11,0.01409081474669,11,0.01332685802296,epsilon,[#1:1]-[#7],[#1:1]-[#7]
n12,1.232599966667e-05,11,2.254414233337e-06,epsilon,[#1:1]-[#8],[#1:1]-[#8]
n14,0.0868793154488,11,0.08882078298402,epsilon,[#6:1],[#6:1]
n15,0.21,11,0.2100934554678,epsilon,[#6X2:1],[#6X2:1]
n16,0.1088406109251,11,0.1086517270156,epsilon,[#6X4:1],[#6X4:1]
n17,0.2102061007896,11,0.2103444438326,epsilon,[#8:1],[#8:1]
n18,0.1684651402602,11,0.1672336533521,epsilon,[#8X2H0+0:1],[#8X2H0+0:1]
n19,0.2094735324129,11,0.2082999777125,epsilon,[#8X2H1+0:1],[#8X2H1+0:1]
n20,0.1676915150424,11,0.1677583470379,epsilon,[#7:1],[#7:1]
n24,0.2656001046527,11,0.2650413729373,epsilon,[#17:1],[#17:1]
n25,0.3218986365974,11,0.3220982380473,epsilon,[#35:1],[#35:1]
n2,0.01577948280971,12,0.01478031568098,epsilon,[#1:1]-[#6X4],[#1:1]-[#6X4]
n3,0.01640924602775,12,0.01590288765856,epsilon,"[#1:1]-[#6X4]-[#7,#8,#9,#16,#17,#35]",[#1:1]-[#6X4]-[ENA]
n4,0.0157,12,0.01547726097163,epsilon,"[#1:1]-[#6X4](-[#7,#8,#9,#16,#17,#35])-[#7,#8,#9,#16,#17,#35]",[#1:1]-[#6X4](-[ENA])-[ENA]
n5,0.0157,12,0.01534895443029,epsilon,"[#1:1]-[#6X4](-[#7,#8,#9,#16,#17,#35])(-[#7,#8,#9,#16,#17,#35])-[#7,#8,#9,#16,#17,#35]",[#1:1]-[#6X4](-[ENA])(-[ENA])-[ENA]
n7,0.01561134320353,12,0.01724465666878,epsilon,[#1:1]-[#6X3],[#1:1]-[#6X3]
n8,0.01310699839698,12,0.01394634203047,epsilon,"[#1:1]-[#6X3]~[#7,#8,#9,#16,#17,#35]",[#1:1]-[#6X3]~[ENA]
n9,0.01479744504464,12,0.01431426134469,epsilon,"[#1:1]-[#6X3](~[#7,#8,#9,#16,#17,#35])~[#7,#8,#9,#16,#17,#35]",[#1:1]-[#6X3](~[ENA])~[ENA]
n11,0.01409081474669,12,0.01297315622127,epsilon,[#1:1]-[#7],[#1:1]-[#7]
n12,1.232599966667e-05,12,0.0,epsilon,[#1:1]-[#8],[#1:1]-[#8]
n14,0.0868793154488,12,0.08894111427592,epsilon,[#6:1],[#6:1]
n15,0.21,12,0.2100543625252,epsilon,[#6X2:1],[#6X2:1]
n16,0.1088406109251,12,0.1088294042726,epsilon,[#6X4:1],[#6X4:1]
n17,0.2102061007896,12,0.2103235763973,epsilon,[#8:1],[#8:1]
n18,0.1684651402602,12,0.1671927778728,epsilon,[#8X2H0+0:1],[#8X2H0+0:1]
n19,0.2094735324129,12,0.2084657902854,epsilon,[#8X2H1+0:1],[#8X2H1+0:1]
n20,0.1676915150424,12,0.1674168267198,epsilon,[#7:1],[#7:1]
n24,0.2656001046527,12,0.265483358635,epsilon,[#17:1],[#17:1]
n25,0.3218986365974,12,0.3221529207786,epsilon,[#35:1],[#35:1]
n2,0.01577948280971,13,0.01492287720072,epsilon,[#1:1]-[#6X4],[#1:1]-[#6X4]
n3,0.01640924602775,13,0.01638224215229,epsilon,"[#1:1]-[#6X4]-[#7,#8,#9,#16,#17,#35]",[#1:1]-[#6X4]-[ENA]
n4,0.0157,13,0.01550317788871,epsilon,"[#1:1]-[#6X4](-[#7,#8,#9,#16,#17,#35])-[#7,#8,#9,#16,#17,#35]",[#1:1]-[#6X4](-[ENA])-[ENA]
n5,0.0157,13,0.01498266935172,epsilon,"[#1:1]-[#6X4](-[#7,#8,#9,#16,#17,#35])(-[#7,#8,#9,#16,#17,#35])-[#7,#8,#9,#16,#17,#35]",[#1:1]-[#6X4](-[ENA])(-[ENA])-[ENA]
n7,0.01561134320353,13,0.01721254241734,epsilon,[#1:1]-[#6X3],[#1:1]-[#6X3]
n8,0.01310699839698,13,0.01255271278173,epsilon,"[#1:1]-[#6X3]~[#7,#8,#9,#16,#17,#35]",[#1:1]-[#6X3]~[ENA]
n9,0.01479744504464,13,0.01481413593651,epsilon,"[#1:1]-[#6X3](~[#7,#8,#9,#16,#17,#35])~[#7,#8,#9,#16,#17,#35]",[#1:1]-[#6X3](~[ENA])~[ENA]
n11,0.01409081474669,13,0.01305728281955,epsilon,[#1:1]-[#7],[#1:1]-[#7]
n12,1.232599966667e-05,13,0.0,epsilon,[#1:1]-[#8],[#1:1]-[#8]
n14,0.0868793154488,13,0.08853487134738,epsilon,[#6:1],[#6:1]
n15,0.21,13,0.2101028381068,epsilon,[#6X2:1],[#6X2:1]
n16,0.1088406109251,13,0.1088482318041,epsilon,[#6X4:1],[#6X4:1]
n17,0.2102061007896,13,0.2104138668641,epsilon,[#8:1],[#8:1]
n18,0.1684651402602,13,0.1673749558678,epsilon,[#8X2H0+0:1],[#8X2H0+0:1]
n19,0.2094735324129,13,0.2079540689947,epsilon,[#8X2H1+0:1],[#8X2H1+0:1]
n20,0.1676915150424,13,0.167537968035,epsilon,[#7:1],[#7:1]
n24,0.2656001046527,13,0.2650111034731,epsilon,[#17:1],[#17:1]
n25,0.3218986365974,13,0.3222104758369,epsilon,[#35:1],[#35:1]
n2,0.01577948280971,14,0.01486133588089,epsilon,[#1:1]-[#6X4],[#1:1]-[#6X4]
n3,0.01640924602775,14,0.01647977537189,epsilon,"[#1:1]-[#6X4]-[#7,#8,#9,#16,#17,#35]",[#1:1]-[#6X4]-[ENA]
n4,0.0157,14,0.01561381306039,epsilon,"[#1:1]-[#6X4](-[#7,#8,#9,#16,#17,#35])-[#7,#8,#9,#16,#17,#35]",[#1:1]-[#6X4](-[ENA])-[ENA]
n5,0.0157,14,0.01531166646228,epsilon,"[#1:1]-[#6X4](-[#7,#8,#9,#16,#17,#35])(-[#7,#8,#9,#16,#17,#35])-[#7,#8,#9,#16,#17,#35]",[#1:1]-[#6X4](-[ENA])(-[ENA])-[ENA]
n7,0.01561134320353,14,0.01754836429867,epsilon,[#1:1]-[#6X3],[#1:1]-[#6X3]
n8,0.01310699839698,14,0.0126172326655,epsilon,"[#1:1]-[#6X3]~[#7,#8,#9,#16,#17,#35]",[#1:1]-[#6X3]~[ENA]
n9,0.01479744504464,14,0.01515941713242,epsilon,"[#1:1]-[#6X3](~[#7,#8,#9,#16,#17,#35])~[#7,#8,#9,#16,#17,#35]",[#1:1]-[#6X3](~[ENA])~[ENA]
n11,0.01409081474669,14,0.01349421304974,epsilon,[#1:1]-[#7],[#1:1]-[#7]
n12,1.232599966667e-05,14,0.0,epsilon,[#1:1]-[#8],[#1:1]-[#8]
n14,0.0868793154488,14,0.08931247290251,epsilon,[#6:1],[#6:1]
n15,0.21,14,0.2100964531172,epsilon,[#6X2:1],[#6X2:1]
n16,0.1088406109251,14,0.1089695005032,epsilon,[#6X4:1],[#6X4:1]
n17,0.2102061007896,14,0.210441420894,epsilon,[#8:1],[#8:1]
n18,0.1684651402602,14,0.1672821357768,epsilon,[#8X2H0+0:1],[#8X2H0+0:1]
n19,0.2094735324129,14,0.2081659857255,epsilon,[#8X2H1+0:1],[#8X2H1+0:1]
n20,0.1676915150424,14,0.1677545273392,epsilon,[#7:1],[#7:1]
n24,0.2656001046527,14,0.2651307326834,epsilon,[#17:1],[#17:1]
n25,0.3218986365974,14,0.3221407358179,epsilon,[#35:1],[#35:1]
n2,0.01577948280971,15,0.01492925398323,epsilon,[#1:1]-[#6X4],[#1:1]-[#6X4]
n3,0.01640924602775,15,0.01656801418588,epsilon,"[#1:1]-[#6X4]-[#7,#8,#9,#16,#17,#35]",[#1:1]-[#6X4]-[ENA]
n4,0.0157,15,0.01546143646763,epsilon,"[#1:1]-[#6X4](-[#7,#8,#9,#16,#17,#35])-[#7,#8,#9,#16,#17,#35]",[#1:1]-[#6X4](-[ENA])-[ENA]
n5,0.0157,15,0.01484383218931,epsilon,"[#1:1]-[#6X4](-[#7,#8,#9,#16,#17,#35])(-[#7,#8,#9,#16,#17,#35])-[#7,#8,#9,#16,#17,#35]",[#1:1]-[#6X4](-[ENA])(-[ENA])-[ENA]
n7,0.01561134320353,15,0.01710613694894,epsilon,[#1:1]-[#6X3],[#1:1]-[#6X3]
n8,0.01310699839698,15,0.01298320137688,epsilon,"[#1:1]-[#6X3]~[#7,#8,#9,#16,#17,#35]",[#1:1]-[#6X3]~[ENA]
n9,0.01479744504464,15,0.0150925008416,epsilon,"[#1:1]-[#6X3](~[#7,#8,#9,#16,#17,#35])~[#7,#8,#9,#16,#17,#35]",[#1:1]-[#6X3](~[ENA])~[ENA]
n11,0.01409081474669,15,0.01316973389025,epsilon,[#1:1]-[#7],[#1:1]-[#7]
n12,1.232599966667e-05,15,0.0,epsilon,[#1:1]-[#8],[#1:1]-[#8]
n14,0.0868793154488,15,0.08979006976623,epsilon,[#6:1],[#6:1]
n15,0.21,15,0.2101025373934,epsilon,[#6X2:1],[#6X2:1]
n16,0.1088406109251,15,0.1086768685844,epsilon,[#6X4:1],[#6X4:1]
n17,0.2102061007896,15,0.2105801281964,epsilon,[#8:1],[#8:1]
n18,0.1684651402602,15,0.1672942899077,epsilon,[#8X2H0+0:1],[#8X2H0+0:1]
n19,0.2094735324129,15,0.2083917164281,epsilon,[#8X2H1+0:1],[#8X2H1+0:1]
n20,0.1676915150424,15,0.1676930203275,epsilon,[#7:1],[#7:1]
n24,0.2656001046527,15,0.2649255232922,epsilon,[#17:1],[#17:1]
n25,0.3218986365974,15,0.3222080489505,epsilon,[#35:1],[#35:1]
